# id	f435w	f555w	f814w	f435w_err	f555w_err	f814w_err	ra	dec
21433	24.208	23.637	22.873	0.03	0.023	0.008	76.85750685	-67.45915305
27717	24.848	24.35	99	99	99	99	76.87880746	-67.45792258
19536	23.305	22.688	21.897	0.019	0.006	0.019	76.84965408	-67.45959023
36155	26.166	25.405	24.241	0.135	0.106	0.071	76.90833285	-67.45622472
26810	99	25.976	25.38	99	99	0.262	76.87584882	-67.45808788
29315	22.008	21.615	21.146	0.042	0.036	0.125	76.88394368	-67.45762025
33989	25.394	24.695	23.759	0.102	0.003	0.04	76.89995726	-67.45670029
24942	99	26.712	25.732	99	99	99	76.86978902	-67.45843036
37812	99	25.915	24.527	99	99	0.05	76.91577425	-67.45579033
37993	25.199	24.439	23.562	0.036	99	0.014	76.91664341	-67.45573908
18107	99	25.984	24.648	99	0.143	99	76.84319114	-67.45994524
32220	99	25.817	24.522	99	0.022	0.052	76.89367466	-67.45705528
23376	99	25.852	24.752	99	99	99	76.86419842	-67.4587412
19343	99	26.217	25.207	99	99	99	76.84868306	-67.45962389
18682	23.927	23.363	22.636	0.05	0.028	0.002	76.84585721	-67.45978204
18603	99	26.141	24.959	99	99	0.028	76.84547765	-67.45980349
31141	25.464	24.818	23.934	0.058	0.075	0.047	76.8898222	-67.45726504
34451	25.797	24.862	23.841	0.066	0.014	0.027	76.90159331	-67.45658906
12994	24.073	23.59	22.838	0.034	0.011	0.041	76.81471747	-67.46155551
28964	99	26.059	25.014	99	99	99	76.88266418	-67.45766547
26760	25.24	24.474	23.617	0.048	0.003	0.025	76.87559304	-67.45807028
38423	24.696	24.113	23.273	0.026	0.028	0.005	76.91862909	-67.45559776
31820	26.274	99	23.972	99	99	99	76.89219714	-67.4571164
21395	21.247	20.925	20.472	0.011	0.009	0.014	76.85719148	-67.45911947
21814	23.242	22.789	22.166	0.019	0.016	0.011	76.85865329	-67.45903489
20601	99	26.424	25.247	99	99	99	76.85403846	-67.45929858
19729	25.838	25.24	24.196	99	0.118	0.083	76.85035831	-67.45950541
20662	23.958	23.428	22.703	0.035	0.035	0.014	76.85425129	-67.45928186
39583	25.953	25.069	23.892	99	0.071	0.073	76.92424098	-67.45526237
34605	25.062	24.394	23.425	0.044	0.025	0.002	76.90204955	-67.45653827
23636	25.823	25.421	24.239	99	0.132	0.183	76.86505629	-67.45865619
29260	25.233	24.501	23.518	0.085	0.034	0.064	76.88360154	-67.45759327
37881	99	26.409	24.157	99	99	99	76.9159363	-67.45573295
34191	23.874	23.356	22.678	0.086	0.046	0.022	76.90056654	-67.45661646
28325	26.394	25.963	24.534	99	0.156	0.079	76.88053853	-67.45776164
36993	25.288	24.492	23.607	0.007	0.016	0.034	76.91179907	-67.4559603
34581	24.503	23.415	99	0.006	0.225	99	76.90190911	-67.45652709
24992	99	26.074	24.703	99	0.261	0.113	76.86977082	-67.45837023
40812	25.591	24.847	23.819	99	99	99	76.93121322	-67.4548398
18570	24.141	23.611	22.926	0.028	0.01	0.012	76.84516791	-67.45977613
25078	25.78	24.853	23.75	99	0.095	0.078	76.87007486	-67.4583516
30348	25.102	24.529	23.482	0.003	0.014	0.017	76.88709586	-67.4573734
33088	21.054	20.803	20.433	0.007	0.027	0.011	76.89647564	-67.4568343
34263	21.073	20.797	20.435	0.008	0.019	0.045	76.9007751	-67.45658668
25881	25.697	24.927	23.882	99	0.068	0.063	76.8726239	-67.45819975
21597	99	26.505	25.013	99	99	0.051	76.8577191	-67.45904983
33554	22.23	21.858	21.116	99	99	99	76.89810328	-67.45673493
31756	99	25.931	24.428	99	99	0.093	76.89180834	-67.45709478
27601	25.248	24.34	99	99	0.089	99	76.87816014	-67.45787704
15778	25.935	24.959	23.742	99	99	99	76.83115344	-67.46055903
31722	26.531	25.809	99	99	0.005	99	76.89167549	-67.45709707
20583	23.299	22.838	22.196	0.01	0.006	0.004	76.85377854	-67.45926283
21235	23.928	23.384	22.656	0.012	0.02	0.038	76.85636916	-67.45911321
38963	21.296	20.998	20.548	0.008	0.013	0.035	76.92101299	-67.45540434
29932	24.467	23.702	22.793	0.04	0.025	0.009	76.88563405	-67.45743689
23367	26.754	99	26.044	99	99	99	76.86390187	-67.45867998
29973	24.638	23.873	23.071	0.011	0.049	0.048	76.88578431	-67.45742494
35346	24.281	23.709	22.894	0.025	0.014	0.019	76.90463407	-67.45634191
36286	99	25.948	24.656	99	0.108	0.002	76.908493	-67.45611941
20083	21.917	21.581	21.145	0.012	0.004	0.003	76.85161525	-67.45937888
28017	99	24.214	23.303	99	99	0.037	76.87946675	-67.45778303
12717	99	25.704	24.494	99	99	0.016	76.81250277	-67.46160221
36709	24.511	23.93	23.135	0.035	0.009	0.015	76.91039111	-67.45600258
26854	25.628	24.875	23.751	0.194	0.157	0.048	76.87565122	-67.45799476
21833	99	26.303	24.727	99	99	0.131	76.85842932	-67.45897152
12832	24.235	23.692	22.963	0.043	0.034	0.002	76.81325659	-67.46154621
30799	99	26.246	24.998	99	99	99	76.88838847	-67.45725254
37118	24.786	24.051	23.115	0.066	0.018	0.006	76.9122306	-67.45588276
22678	24.994	24.346	23.42	0.061	0.022	0.011	76.86150936	-67.45879138
17824	25.553	24.836	23.734	0.141	0.084	99	76.84151966	-67.45992487
32570	24.803	24.282	99	99	0.094	99	76.89443508	-67.45689562
22849	24.15	23.648	22.915	0.033	0.019	0.024	76.86202768	-67.45875228
13688	24.57	24.038	23.167	0.012	0.048	0.013	76.81882206	-67.46121528
40092	99	26.553	25.294	99	99	99	76.92669132	-67.45503723
34192	24.389	23.745	22.851	0.053	0.022	0.022	76.90030221	-67.45655479
16773	99	26.802	25.653	99	99	0.129	76.83631821	-67.46021517
14152	25.082	24.431	23.572	0.012	0.008	0.003	76.82166	-67.46104972
31025	25.689	25.036	23.814	99	0.146	0.117	76.88905708	-67.45719649
22008	21.59	21.236	20.765	0.017	0.009	0.01	76.85901831	-67.45891571
28469	99	25.097	23.831	99	0.068	0.153	76.88077164	-67.45766975
34971	25.603	24.781	23.916	0.009	0.102	0.029	76.90303737	-67.45638752
20959	24.184	23.52	22.668	0.044	0.034	0.008	76.85512083	-67.45913129
40554	24.924	24.191	23.421	0.047	99	0.032	76.92922301	-67.45487243
23390	99	26.369	24.969	99	99	0.05	76.86377262	-67.45862298
12382	24.249	23.67	22.819	0.015	99	99	76.8101841	-67.46167937
35674	25.816	24.862	99	99	0.035	99	76.90580626	-67.45621158
39338	25.3	24.475	23.204	99	0.072	0.009	76.92261983	-67.45524251
18484	26.051	25.197	24.154	0.016	0.036	0.047	76.84441612	-67.4597244
17665	23.202	22.704	22.124	0.046	0.051	0.005	76.84060454	-67.45994184
39236	18.916	17.681	16.01	0.002	0.046	0.007	76.92211942	-67.45526855
23842	99	26.241	25.255	99	99	99	76.86539866	-67.45852438
33514	99	26.412	24.769	99	0.146	0.022	76.89766653	-67.45667003
35582	25.23	24.651	23.66	0.012	0.06	0.02	76.90531536	-67.45622934
30376	25.66	25.207	23.957	0.017	99	99	76.88682791	-67.45728822
38663	26.751	99	25.652	99	99	99	76.9193316	-67.45542028
13800	23.439	22.984	22.254	0.034	0.023	0.002	76.81934933	-67.46114145
25798	23.467	22.838	22.178	0.011	0.051	0.05	76.87200622	-67.45813347
25707	24.944	24.264	23.349	0.034	0.021	0.017	76.87174253	-67.45814768
24647	23.565	23.04	22.368	0.026	0.015	0.026	76.86815844	-67.45835042
37199	99	26.083	24.652	99	0.187	0.118	76.91234996	-67.45580893
38638	26.241	26.06	25.573	99	99	0.097	76.91917502	-67.45541606
34311	26.697	26.491	25.054	99	99	0.104	76.90053816	-67.45648595
27329	22.666	22.262	21.674	0.014	0.017	0.011	76.87684972	-67.45784446
23704	26.349	25.303	24.199	0.162	0.176	0.065	76.86481448	-67.4585329
31287	26.116	25.666	24.448	99	0.19	99	76.88976176	-67.45710278
25752	24.955	24.173	23.352	0.093	0.002	0.054	76.87182873	-67.45812917
29681	26.37	25.34	24.137	99	0.04	0.003	76.88449799	-67.45740061
16772	99	26.694	25.283	99	99	0.045	76.83610202	-67.46016644
28268	26.224	25.371	24.337	0.139	0.068	0.113	76.87991852	-67.45766115
22124	99	24.961	23.829	99	0.003	0.061	76.85921966	-67.45884414
40043	24.024	23.422	22.695	0.029	0.025	0.02	76.92621538	-67.45499691
26380	23.177	22.75	22.091	0.025	0.009	0.008	76.87385488	-67.45800468
34460	99	25.982	24.992	99	99	0.039	76.90100503	-67.45644456
28841	23.836	23.308	22.579	0.015	0.031	0.029	76.88168661	-67.45755057
40312	99	25.805	24.696	99	0.034	0.05	76.9276536	-67.45490314
12720	99	26.218	24.86	99	99	99	76.81215644	-67.46151471
21315	23.851	23.374	22.64	0.044	0.023	0.001	76.85626504	-67.45899693
14060	25.675	24.735	23.727	0.006	0.078	0.036	76.82083693	-67.46101529
36832	99	26.487	25.021	99	0.068	0.088	76.91051117	-67.45588233
13456	21.378	19.866	17.385	0.018	0.011	0.015	76.81705631	-67.46122782
21763	25.962	25.103	24.077	0.178	0.028	0.025	76.85782329	-67.45889929
35672	24.065	23.452	22.572	0.032	0.02	0.021	76.90558518	-67.45616111
35399	26.184	25.255	24.215	0.03	0.052	0.084	76.90440085	-67.45622774
22601	24.862	24.145	23.254	0.017	0.05	0.026	76.86089257	-67.45872133
22067	21.178	20.894	20.47	0.003	0.004	0.013	76.8588823	-67.45883384
24637	26.577	25.589	24.544	99	99	99	76.86795353	-67.45830999
12863	25.429	24.631	23.702	0.028	0.122	0.032	76.8130759	-67.46143772
13539	24.254	23.664	22.786	0.032	0.054	99	76.8174823	-67.46118612
24934	99	25.785	24.751	99	99	99	76.86893675	-67.45824147
39737	99	26.764	25.25	99	0.083	0.067	76.92444106	-67.4550474
26640	99	24.839	23.892	99	99	99	76.87444871	-67.4579145
21861	24.304	23.651	22.844	0.043	0.039	0.008	76.85804181	-67.4588502
19321	21.908	21.579	21.13	0.03	0.027	0.011	76.84775819	-67.4594366
33535	25.539	24.641	23.799	0.013	0.072	0.012	76.8974331	-67.4565909
34560	25.165	24.428	23.568	0.008	0.039	99	76.90116015	-67.45637381
20230	22.803	22.342	21.645	0.022	0.019	0.024	76.85169249	-67.4592022
19662	23.251	22.801	22.177	0.012	0.013	0.008	76.84922259	-67.45933851
29573	19.616	18.907	17.945	0.01	0.008	0.015	76.88384976	-67.45735648
21382	21.129	20.856	20.472	0.018	0.013	0.03	76.85629973	-67.458928
38560	26.43	25.897	24.613	0.206	0.187	0.007	76.91843297	-67.45536367
19627	21.943	21.659	21.26	0.018	0.017	0.01	76.84903682	-67.459342
26403	99	25.738	23.92	99	99	0.636	76.87364038	-67.45793444
26848	26.84	26.462	99	99	99	99	76.87501974	-67.45785365
14338	24.943	24.208	23.253	0.069	0.017	0.001	76.82221995	-67.46086859
41084	23.511	23.01	22.321	0.031	0.024	0.105	76.93237342	-67.45455645
38020	25.658	24.985	23.734	0.091	0.086	0.068	76.91582362	-67.45550885
23265	26.097	25.087	24.01	99	0.024	0.012	76.86291013	-67.45854409
17812	99	26.253	24.828	99	99	0.072	76.84093031	-67.4597998
19720	26.113	25.342	23.911	99	0.078	0.05	76.84946644	-67.45931201
16184	99	26.652	25.728	99	99	0.128	76.83268596	-67.46026915
34626	25.94	25.11	23.907	99	0.012	0.045	76.90131394	-67.45633972
16866	99	26.487	25.257	99	99	99	76.83615225	-67.46006938
30336	21.545	21.2	20.737	0.009	0.013	0.039	76.88630931	-67.45719863
14139	22.319	21.98	21.458	0.019	0.008	0.011	76.82103472	-67.46092751
32894	99	26.024	24.903	99	0.08	0.089	76.89501753	-67.45669701
21585	20.732	20.481	20.14	0.015	0.024	0.014	76.85692167	-67.45887932
19187	99	26.372	24.794	99	0.103	0.068	76.84708755	-67.45944065
19867	24.869	24.35	23.369	0.122	0.037	0.029	76.8500539	-67.45927089
39542	99	25.517	24.327	99	0.146	99	76.92317469	-67.45507407
12558	99	25.865	24.737	99	0.065	0.049	76.81088251	-67.4614952
21656	23.316	22.831	22.194	0.015	0.022	0.015	76.85715967	-67.45885648
35632	24.804	24.115	23.231	0.132	0.019	0.02	76.90511658	-67.45610607
33694	99	25.88	25.116	99	99	0.034	76.89786233	-67.4565222
34889	26.146	25.911	24.466	99	99	0.07	76.90219289	-67.45627265
35454	24.154	23.569	22.794	0.015	0.023	0.028	76.90436879	-67.45614427
14769	99	25.661	24.407	99	0.013	0.032	76.82474503	-67.46069987
28213	23.7	23.162	22.23	0.026	0.012	99	76.87935162	-67.4575793
30022	26.21	25.283	23.876	99	0.202	0.031	76.88522161	-67.45724166
21221	23.819	23.334	22.635	0.017	0.001	0.018	76.85556303	-67.45893897
30037	26.513	99	23.876	99	99	0.031	76.88525815	-67.45723789
27031	99	26.276	25.525	99	99	99	76.8754686	-67.45779869
22103	24.422	23.855	23.086	0.041	0.01	0.014	76.85871391	-67.4587545
36358	99	25.538	24.217	99	99	0.005	76.90802944	-67.45592671
17517	99	26.019	24.792	99	99	0.003	76.83938704	-67.45985627
23144	25.247	24.248	23.304	0.064	0.049	0.058	76.86235619	-67.45854308
20443	99	25.72	24.589	99	0.018	0.092	76.85245828	-67.45910862
26591	25.33	24.708	23.882	0.108	0.009	0.074	76.87405936	-67.45787129
34355	99	26.262	25.416	99	0.095	99	76.9002148	-67.4563675
40694	99	26.406	25.275	99	99	0.113	76.92950447	-67.45468012
30786	25.895	25.185	24.114	99	0.007	0.043	76.88760152	-67.45708346
32950	99	26.442	25.37	99	99	99	76.89508368	-67.45665395
35954	25.25	24.558	23.681	0.113	0.054	0.019	76.90633634	-67.45600692
19446	22.561	22.139	21.56	0.029	0.024	0.015	76.84804055	-67.45934574
14279	25.744	25.038	24.028	0.036	0.024	0.016	76.82171277	-67.46084676
29203	99	25.732	24.884	99	99	99	76.88238365	-67.4573777
21281	23.791	23.111	22.565	0.051	0.219	0.028	76.85566921	-67.45890465
37031	23.834	23.334	22.585	0.03	0.017	0.018	76.91102959	-67.45573027
15904	24.961	24.374	23.35	99	99	99	76.83092431	-67.46031241
36361	99	25.982	24.643	99	0.262	0.053	76.90794326	-67.45590219
30501	20.483	19.725	18.794	0.013	0.008	0.027	76.88659155	-67.45712716
39385	99	25.87	23.719	99	0.065	99	76.92223226	-67.45507818
39210	99	26.304	24.695	99	0.187	0.113	76.92137252	-67.45512602
13805	26.729	25.921	24.666	99	0.02	0.026	76.81879203	-67.46099847
31689	25.692	25.151	24.049	99	0.097	0.017	76.89060969	-67.45689374
35048	26.319	25.581	24.303	99	0.099	0.076	76.90259922	-67.45620403
37316	25.244	24.363	23.258	0.061	0.001	99	76.91226047	-67.45564846
18888	25.854	25.204	24.055	99	0.077	99	76.84555519	-67.45947065
24007	25.138	24.479	23.396	0.08	99	0.05	76.8653822	-67.45833681
28551	26.341	25.54	24.368	99	0.07	0.016	76.88028266	-67.45748345
15274	99	25.597	24.318	99	99	99	76.82741439	-67.46050376
33363	25.339	99	25.123	0.273	99	99	76.89650106	-67.4565511
35924	24.978	24.361	23.422	0.066	0.055	0.01	76.90610968	-67.4559956
37498	26.147	25.274	24.216	0.071	0.06	0.173	76.9130464	-67.45559657
36370	26.914	25.982	24.598	99	0.262	99	76.9079361	-67.45588981
39440	99	26.457	25.643	99	99	0.016	76.92248811	-67.45505143
22253	99	25.522	24.416	99	99	0.017	76.85912285	-67.45868407
33746	25.48	24.898	23.824	0.304	0.047	0.084	76.8978257	-67.45646557
24546	99	26.728	25.788	99	99	0.078	76.86721735	-67.45822022
19339	25.925	24.995	23.924	0.132	0.033	0.125	76.84746807	-67.45934852
24778	24.213	23.687	22.875	0.057	0.019	0.081	76.86795645	-67.45816924
39505	25.835	25.205	24.275	99	0.145	0.037	76.92272259	-67.45502347
32834	99	26.086	24.784	99	99	0.137	76.89455092	-67.45664327
17101	99	26.039	24.903	99	0.236	0.106	76.83716837	-67.45992468
13036	25.721	24.777	23.914	0.049	0.048	0.016	76.81376389	-67.46125669
36507	19.475	99	25.303	99	99	0.149	76.90853511	-67.45583546
40568	27.083	25.735	24.531	99	99	0.049	76.9285474	-67.45468244
20248	24.806	24.073	23.206	0.067	0.059	0.001	76.85137093	-67.45911013
39519	25.835	25.286	24.275	99	0.07	0.037	76.9227457	-67.45501579
34925	99	25.768	25.165	99	0.302	99	76.90203543	-67.45620528
41097	25.245	24.501	23.63	99	99	99	76.9320995	-67.45447202
21698	26.097	25.16	23.839	0.013	0.014	0.029	76.85700832	-67.45877917
21091	22.33	21.969	21.416	0.002	0.001	0.004	76.85483264	-67.45890275
19093	21.866	21.478	20.942	0.005	0.008	0.014	76.84634147	-67.45938716
28024	22.795	22.388	21.875	0.007	0.02	99	76.8784782	-67.45754839
14382	26.195	25.505	24.193	0.181	0.016	0.026	76.82209845	-67.46076397
36126	99	26.242	25.344	99	0.016	99	76.90684483	-67.45591396
15974	22.813	22.348	21.674	0.01	0.009	0.027	76.83119234	-67.46023975
17897	99	25.584	24.354	99	0.122	0.03	76.84094279	-67.45968254
35499	27.046	99	25.483	99	99	0.079	76.90416594	-67.45606027
17235	24.477	23.839	23.027	0.025	0.015	99	76.83762725	-67.45986169
37504	25.963	25.556	24.524	0.207	0.066	0.062	76.91290618	-67.45554813
30648	99	26.317	24.766	99	99	0.208	76.88687794	-67.45704177
15262	26.032	25.145	24.259	99	99	99	76.82714615	-67.46045544
17363	25.171	24.515	23.664	0.06	0.044	0.014	76.83824164	-67.45982186
41019	25.604	24.924	23.966	99	99	99	76.93143678	-67.45447474
30387	25.55	24.786	23.779	0.015	99	0.015	76.88600854	-67.45708586
22713	99	26.312	24.994	99	99	99	76.8605678	-67.4585406
13716	26.155	25.594	24.323	99	0.132	0.019	76.81798772	-67.46096975
19753	26.208	25.362	24.121	99	99	99	76.84915891	-67.45919034
13907	22.739	22.308	21.66	0.023	0.012	0.018	76.81918439	-67.46089918
26968	24.993	24.253	23.499	0.047	0.027	0.026	76.87489145	-67.45771208
40886	25.375	24.524	99	0.131	99	99	76.9304494	-67.45451887
34186	24.533	23.93	23.2	0.011	0.027	0.053	76.89924973	-67.45631371
39170	26.608	99	22.521	99	99	99	76.92083678	-67.45506632
26431	99	26.529	24.936	99	99	0.01	76.87318169	-67.45780267
31074	99	25.574	24.038	99	0.012	0.081	76.88817545	-67.45694243
26528	25.307	24.508	23.464	0.004	0.06	0.002	76.87342574	-67.45778791
40049	24.401	23.821	23.061	0.021	0.003	0.058	76.92541152	-67.45480162
39477	25.468	24.759	23.729	0.02	0.027	0.021	76.9223349	-67.45497583
15844	24.902	24.248	23.467	99	99	99	76.8302538	-67.46025021
40984	24.614	23.978	23.184	0.015	0.011	99	76.93108844	-67.45446979
12856	26.405	25.742	24.747	99	0.161	0.054	76.81229666	-67.46126765
27220	23.994	23.382	22.699	0.033	0.012	0.013	76.87559752	-67.45765383
30370	24.289	23.811	22.926	0.044	0.044	0.013	76.88583702	-67.45706489
39487	25.146	24.803	23.754	99	99	99	76.92234506	-67.45496401
32228	25.921	25.208	24.159	0.002	0.144	0.063	76.89216215	-67.45669842
31320	99	26.066	24.884	99	99	0.049	76.88895356	-67.45688077
39936	23.714	23.209	22.514	0.013	0.016	0.021	76.92468226	-67.45482483
30980	22.319	21.932	21.344	0.02	0.043	0.069	76.88772788	-67.45694486
34680	24.836	24.225	23.356	0.054	0.014	0.017	76.90086983	-67.45618994
13697	24.595	24.015	23.165	0.037	0.029	0.002	76.81773255	-67.4609439
26249	99	25.708	24.519	99	0.072	0.008	76.87251389	-67.45781322
35669	24.245	23.642	22.687	0.05	0.041	0.01	76.90471457	-67.45596534
28514	25.642	25.01	23.854	0.061	0.053	0.014	76.87974212	-67.45739854
28792	25.893	24.952	24.071	0.243	0.111	0.024	76.88057969	-67.45734497
33191	23.013	22.514	21.855	99	0.035	0.111	76.89542699	-67.45648931
28909	25.138	24.427	23.626	0.053	0.029	99	76.88091158	-67.45731594
25973	25.067	24.492	23.585	0.026	0.016	0.009	76.87153648	-67.45785117
18432	99	25.615	24.386	99	99	99	76.84307898	-67.45947799
34622	26.285	25.721	24.48	0.063	0.037	0.036	76.90060096	-67.4561827
28120	99	25.659	23.48	99	99	99	76.87843163	-67.45745352
35238	26.548	25.697	24.387	99	0.164	0.013	76.9028711	-67.45604904
35494	99	26.804	26.387	99	99	99	76.90384888	-67.45599285
15072	22.745	22.289	21.505	0.025	0.086	99	76.82586799	-67.46045419
34416	24.255	23.616	22.866	0.036	0.01	0.002	76.89984604	-67.45621973
33045	99	23.703	23.011	99	0.006	99	76.89486241	-67.45650415
32671	99	25.316	23.996	99	0.048	0.044	76.8935268	-67.45657493
12996	23.054	22.556	21.933	0.015	0.045	0.006	76.81307883	-67.46117178
29772	26.634	26.006	24.864	99	0.021	0.166	76.88369188	-67.45713696
37291	25.601	24.745	23.782	0.042	0.067	99	76.91164062	-67.45553017
26354	99	26.121	25.036	99	99	99	76.87272144	-67.45776363
13937	24.787	24.193	23.236	0.036	0.018	99	76.81905859	-67.46082683
14368	25.529	24.748	23.889	0.038	0.092	0.048	76.82163441	-67.46067974
26308	99	26.398	25.116	99	99	99	76.87254605	-67.45777067
36601	99	25.896	24.856	99	99	0.039	76.90848101	-67.45570754
14571	23.039	22.592	21.91	0.017	0.01	0.017	76.82283788	-67.46060654
23635	99	26.4	24.789	99	99	0.052	76.86346289	-67.45828569
36831	25.576	24.688	23.732	0.139	0.156	0.042	76.90948087	-67.45564482
18608	23.909	23.412	22.648	0.058	0.012	0.014	76.84381058	-67.45940609
18228	24.764	24.043	23.224	0.049	99	0.007	76.84199738	-67.45950925
38129	24.628	23.885	23.139	0.053	0.032	0.032	76.91553186	-67.45529494
16686	24.02	23.462	22.726	0.033	0.007	0.012	76.83456288	-67.45992859
35046	99	25.576	24.387	99	0.149	0.169	76.90200457	-67.45606624
23950	20.385	20.125	19.556	0.016	99	0.027	76.86453908	-67.45821378
36611	99	26.782	24.828	99	99	99	76.9084737	-67.45569183
20369	25.879	25.019	24.04	99	0.125	99	76.85140601	-67.45896232
16111	26.07	25.331	24.009	0.151	0.009	0.028	76.83147708	-67.46009952
36011	99	26.935	25.421	99	99	0.02	76.90591921	-67.45583125
18165	22.785	22.373	21.788	0.028	0.017	0.01	76.84161749	-67.45951414
32483	25.631	24.756	23.776	0.192	99	0.005	76.89274424	-67.45658504
33324	25.489	24.776	23.848	0.048	0.037	0.026	76.89570767	-67.45640946
18965	25.95	25.008	24.033	0.086	0.145	0.024	76.84526753	-67.45929178
15891	24.673	24.095	23.279	99	99	99	76.8301463	-67.46015258
28170	23.806	23.32	22.474	0.038	0.035	0.015	76.87837587	-67.45739532
33628	25.089	24.307	23.285	0.001	0.006	0.008	76.89674263	-67.45633846
39310	25.244	24.596	23.632	0.088	99	0.031	76.9211336	-67.45493455
25653	24.999	24.26	23.519	0.019	0.017	0.02	76.87020121	-67.457856
38573	99	25.637	24.647	99	0.125	0.039	76.91753994	-67.45513388
30462	99	25.562	24.179	99	0.057	0.026	76.88574754	-67.45696046
27102	24.652	24.032	23.215	0.016	0.063	0.034	76.8748245	-67.45758645
26537	25.52	24.776	23.643	0.067	0.181	0.033	76.8730496	-67.45768778
13892	99	25.268	24.212	99	0.041	0.042	76.81858766	-67.4607967
34825	26.094	25.32	24.18	99	0.038	0.107	76.90107724	-67.45607336
15354	99	25.731	24.596	99	99	99	76.82709112	-67.46030455
23417	99	26.085	24.971	99	99	0.144	76.86243572	-67.45828529
16070	23.85	23.366	22.649	0.035	0.017	0.008	76.83106362	-67.46007249
24742	99	25.536	24.293	99	0.004	0.06	76.86713029	-67.45801233
38133	99	25.631	23.509	99	0.071	99	76.91532822	-67.45524237
34482	99	26.053	24.95	99	99	0.162	76.89979632	-67.45613482
23421	24.036	26.085	25.212	99	99	99	76.86240945	-67.45827667
28693	24.43	23.851	23.114	0.065	0.027	0.003	76.87987895	-67.45727625
32436	22.474	22.076	21.339	0.005	0.036	99	76.8924509	-67.45655449
31232	22.004	21.574	21.2	99	0.068	99	76.88818506	-67.45679906
30790	24.54	23.709	22.805	0.062	0.018	0.017	76.88675225	-67.45688103
24413	99	25.964	24.951	99	99	99	76.86593928	-67.45806948
16303	24.495	23.882	22.96	0.028	0.033	0.023	76.8323452	-67.45998609
32817	99	26.198	25.437	99	99	99	76.89374607	-67.45647081
32986	25.312	24.638	23.703	0.114	0.006	0.044	76.89430389	-67.45643645
15124	19.932	19.113	18.1	0.009	0.001	0.022	76.8257998	-67.46035165
16849	23.996	23.433	22.719	0.012	0.02	0.036	76.83502662	-67.45982352
23167	99	26.376	25.106	99	0.065	0.041	76.86146268	-67.45831214
21279	20.752	20.466	20.007	0.01	0.008	0.025	76.85474907	-67.45869311
16674	22.235	21.856	21.32	0.018	0.013	0.018	76.83423797	-67.4598636
18865	23.827	23.315	22.596	0.025	0.015	0.013	76.84460311	-67.45926999
31185	21.36	21.114	20.902	99	0.001	99	76.88795597	-67.45678596
35645	25.229	24.426	23.603	0.068	0.056	0.001	76.9041026	-67.45585524
15664	25.654	24.813	23.723	99	99	99	76.82877572	-67.46016585
16436	23.946	23.337	22.5	0.04	0.009	0.001	76.83284892	-67.45993246
19771	25.92	25.075	24.088	0.143	99	0.048	76.84860206	-67.4590333
29217	25.338	24.534	23.469	0.095	0.021	99	76.88145673	-67.45714788
29328	21.46	21.156	20.711	0.028	0.01	0.021	76.88183922	-67.4571244
16638	25.117	24.527	23.623	0.027	0.101	0.05	76.83397583	-67.45985942
13958	25.036	24.388	23.493	0.001	0.002	0.018	76.81878447	-67.46072434
25829	26.251	25.335	24.234	99	0.006	0.025	76.8705415	-67.45776734
23647	25.14	24.541	23.668	0.029	0.087	0.027	76.86308079	-67.45818577
27236	99	26.425	25.039	99	99	0.06	76.8749958	-67.45750267
18371	25.015	24.215	23.346	99	0.022	0.006	76.84226375	-67.45937416
31311	99	25.673	24.523	99	0.04	0.044	76.88828683	-67.45673572
39255	99	26.285	24.365	99	0.046	99	76.92054324	-67.45488056
27068	22.262	99	21.287	99	99	99	76.87440458	-67.45751841
20413	25.579	24.844	23.904	0.084	0.006	0.007	76.85112581	-67.45884977
29530	99	26.004	24.632	99	99	0.144	76.88242383	-67.45705752
18878	26.907	26.312	24.733	99	99	0.094	76.84447182	-67.45922777
33476	99	25.76	24.62	99	99	0.02	76.89584488	-67.45628391
31948	24.41	23.802	22.922	0.029	0.023	0.027	76.89047341	-67.45659224
34284	99	26.079	24.656	99	0.088	0.048	76.89882686	-67.4561121
34189	27.036	26.243	24.687	99	99	99	76.89845259	-67.45612614
24405	25.322	24.594	23.701	0.064	0.048	0.071	76.86564261	-67.45800571
21867	21.34	21.065	20.69	0.018	0.016	0.003	76.85664652	-67.45851658
18139	25.842	25.231	24.197	0.162	0.012	0.03	76.84104352	-67.45940777
34204	99	26.047	24.732	99	0.123	0.037	76.89848463	-67.45611829
35483	99	25.825	24.716	99	99	0.013	76.90319574	-67.45584719
25995	26.128	24.966	23.883	0.009	0.075	0.034	76.87096488	-67.45769238
17086	23.545	23.018	22.271	0.012	0.029	0.029	76.83606919	-67.45968421
24610	25.262	24.314	99	0.003	0.032	99	76.86634651	-67.45795375
22315	99	26.384	25.585	99	99	99	76.85821186	-67.45841708
36316	24.826	24.094	23.275	0.031	0.067	0.021	76.90657618	-67.45564098
34261	24.804	24.182	23.361	0.079	0.014	0.037	76.89865964	-67.45609545
40926	24.254	23.636	22.832	0.014	0.054	99	76.92985477	-67.45429863
18866	99	26.482	25.087	99	99	0.093	76.84432175	-67.45920442
35559	26.823	99	24.8	99	99	0.106	76.90343284	-67.45581843
26741	99	26.55	25.124	99	0.087	0.076	76.8732673	-67.45754885
26277	23.296	22.863	22.218	0.006	0.013	0.001	76.87182031	-67.45763027
